aal ale
beifall acclamation
beifuegend attributing
beifuegung addendum
beifuegungen additions
beigefuegt affected
beigetragen contributed
beigetreten acceded
beil hatchet
beilage enclosure
beile hatchets
beileid condolence
bein leg
beinahe nearly
beine legs
beinhalten conclude
beiseite aside
beispiel example
beispiele examples
beispiellos unexampled
beissend biting
beistand assistance
beitraege contributions
beitrag contribution
beitragen contribute
beitragend contributing
beitretend acceding
beizeiten betimes
bekannt known
bekannte avowed
bekanntgeben intimate
bekanntgebend intimating
bekanntgegeben intimated
bekanntmachung proclamation
bekanntmachungen proclamations
bekanntschaft acquaintance
bekanntschaften acquaintances
bekennen avow
bekennend avowing
bekennt avows
bekenntnis confession
bekenntnisse avowals
beklagenswert lamentable
beklagte bewailed
bekleckernd blotting
bekleckert blotted
bekleidend vesting
bekleidet vested
bekommen gotten
bekraeftigen affirm
bekraeftigend affirming
bekraeftigt affirms
bekraeftigte affirmed
bekraeftigung affirmation
bekraeftigungen affirmations
belaestigen harass
belaestigend annoying
belaestigt harasses
belaestigte harassed
belaestigung inconvenience
belag facing
belagern beleaguer
belagernd beleaguering
belagert beleaguers
belagerte beleaguered
belanglos irrelevantly
belasten encumber
belastend encumbering
belastet burdened
belastung encumbrance
belauschen overhear
belauschend overhearing
belauscht overhears
belauschte overheared
beleben enliven
belebend enlivening
belebt enlivened
belebte vitalized
beleg voucher
belege vouchers
belegen engage
belegend allocating
belegt allocates
belegung occupancy
belehrt disabuses
beleidigen insult
beleidigt insults
beleidigung indignity
beleidigungen indignities
beleuchtung illumination
beleuchtungen lightings
beliebt liked
beliebtheiten vogues
belohnen recompense
belohnend recompensing
belohnt recompenses
belohnte recompensed
belohnung reward
belohnungen rewards
belustigung merriment
belustigungen merriments
bemerkenswert notable
bemerkt perceived
bemerkung remark
bemitleidend pitying
bemitleidet pitied
bemuehen endeavor
bemuehend endeavoring
bemueht endeavors
bemuehte endeavored
bemuehung endevour
benachbart adjacent
benachteiligt unprivileged
benchmark-Tests benchmarks
benehmen behaviour
benehmend behaving
beneiden envy
beneidend envying
beneidenswert enviable
beneidet envies
beneidete envyed
benennung naming
bengel urchin
benoetigend needing
benoetigt needed
benutzen use
benutzend using
benutzt used
benzin benzine
beobachten observate
beobachtend observating
beobachtet observates
beobachtete observated
beobachtung observation
beobachtungen observations
bequem modest
beraet consults
beratend consultative
beratung consultation
beratungen consultations
berauben bereave
beraubend bereaving
beraubt bereaves
beraubte bereaved
berauschend intoxicant
berechnen calculate
berechnend accounting
berechnet accounts
berechnung calculation
berechnungen calculations
berechtigend warranting
berechtigte warranted
beredsam eloquent
beredsamkeit eloquence
bereich range
bereisen perambulate
bereisend perambulating
bereist perambulates
bereiste perambulated
bereitet prepares
bereitschaft readiness
bereuen repent
bereuend repenting
bereut repents
bereute repented
berg mount
bergab downhill
bergan uphill
berge mountains
bergen salvage
bergend salvaging
bergleute colliers
bergmann collier
bergwerk colliery
bericht bulletin
berichten refer
berichtend referring
berichterstatter reporter
berichterstattung coverage
berichtet refered
berichtete told
berichtigen amend
berichtigte amended
berieseln sprinkle
berieselnd sprinkling
berieselt sprinkles
berieselte sprinkled
berieselungsanlage sprinkler
berieselungsanlagen sprinklers
beruechtigt notorious
beruecksichtigte respected
beruegen defraud
beruehmt famed
beruehmtheit celebrity
beruehmtheiten celebrities
beruehrend touching
beruehrt touched
beruehrte contacted
beruehrung touch
beruflich vocational
berufung vocation
berufungen vocations
beruhigen allay
beruhigend appeasing
beruhigt appeases
beruhigte appeased
beruhigung pacification
beruhigungsmittel sedatives
besachlagnahmen sequestrate
besaenftigen mollify
besaenftigend mollifying
besaenftigt mollified
besann bethought
besass possessed
besatzung garrison
besatzungen garrisons
beschaedigen injure
beschaedigend mauling
beschaedigt corrupted
beschaedigte mauled
beschaedigung injury
beschaeftigend employing
beschaeftigt busy
beschaeftigte employees
beschaeftigung employ
beschaeftigungen employments
beschaemen abash
beschaemend abashing
beschaemt abashes
beschaemte abashed
beschaffenheit habit
beschattete shadowed
beschauer viewers
bescheiden humble
bescheidenheit humility
bescheidenheiten modesties
bescheinigen certificate
bescheinigend certifying
bescheinigt certificates
bescheinigte certified
bescheinigung certification
bescheinigungen certifications
beschichten face
beschierte besmeared
beschimpfen revile
beschimpfend reviling
beschimpft reviles
beschimpfte reviled
beschimpfungen wiggings
beschlagnahmen confiscate
beschlagnahmend confiscating
beschlagnahmt confiscates
beschlagnahmte confiscated
beschleunigen accelerate
beschleunigend accelerating
beschleunigende speeding
beschleuniger accelerator
beschleunigt accelerated
beschleunigte quickened
beschleunigung acceleration
beschmieren besmear
beschmierend besmearing
beschmiert besmeares
beschmierte daubed
beschmutzen pollute
beschmutzend polluting
beschmutzt pollutes
beschmutzte polluted
beschneiden trim
beschraenken confine
beschraenkteste narrowest
beschraenktheit narrowness
beschraenktheiten narrownesses
beschreiben describe
beschreibend describing
beschreibt describes
beschreibung description
beschreibungen descriptions
beschrieben described
beschriften inscribe
beschriftend inscribing
beschriftet inscribes
beschriftung lettering
beschriftungen letterings
beschuetzen patronize
beschuetzend guarding
beschuetzer guardian
beschuetzt patronizes
beschuetzte patronized
beschuht shod
beschuldigen incriminate
beschuldigend accusing
beschuldigt accuses
beschuldigte accused
beschuldigung imputation
beschuldigungen imputations
beschwatzen wheedle
beschwatzend wheedling
beschwatzt wheedles
beschwatzte wheedled
beschwerde complaint
beschwerden grievances
beschwoeren conjure
beschwoerend conjuring
beschwoert evokes
beschworen conjured
beseitigen eliminate
beseitigend nullifying
beseitigt removed
beseitigung elimination
besen besom
besenstiel broomstick
besenstiele broomsticks
besessenheit obsession
besessenheiten obsessions
besetzer occupant
besetzt occupies
besetzung allocation
besetzungen occupations
besichtigung sightseeing
besichtigungen sightseeings
besiedelnd settling
besiedelt settles
besiegen vanquish
besiegend vanquishing
besiegt vanquishes
besiegte vanquished
besinnen bethink
besitz possession
besitze tenures
besitzen possess
besitzend owning
besitzer owners
besitzt possesses
besoffen primed
besohlend soling
besohlt soled
besonderheit particularity
besonders especially
besorgnis solicitude
besorgt solicituous
bespickend spiking
besprechen discuss
besprechend discussing
besprochen discussed
besser better
bessern reclaim
bestaendig settled
bestaendigkeit constancy
bestaendigste constantest
bestaetigen certify
bestaetigt confirmed
bestaetigte acknowledged
bestaetigung confirmation
bestand existed
bestandteil ingredient
bestandteile ingredients
bestatter mortician
bestattungsinstitut undertaker
bestattungsinstitute undertakers
beste best
bestechen bribe
bestechlich corruptible
bestechung bribery
bestechungen corruptions
bestehen exist
bestehend consisting
besteht consists
bestellend tilling
bestellt tills
bestellte tilled
bestellungen tillages
bestens optimally
besteuern taxes
besteuert assessed
besteuerung taxation
besteuerungen taxations
bestie beast
bestimmbar determinable
bestimmen appoint
bestimmend appointing
bestimmt appoints
bestimmte appointed
bestimmung appointment
bestimmungen appointments
bestrafen penalize
bestrafend penalizing
bestraft penalizes
bestrafte penalized
bestrahlend irradiating
bestrahlt irradiates
bestrahlte irradiated
bestuerzung consternation
bestuerzungen consternations
besuch visit
besuche visitations
besuchen visit
besuchend visiting
besucher visitor
besucht visits
besuchte visited
besudeln smirch
besudelnd smirching
besudelt smirches
besudelte smirched
betaetigt stroke
betaeuben deafen
betaeubend deafening
betaeubt deafens
betaeubte intoxicated
betaeubungsmittel narcotics
betitelnd titling
betitelt entitled
betoeren infatuate
betoerend infatuating
betoert infatuates
betoerte infatuated
beton concrete
betonen accentuate
betonend accenting
betont accents
betonte accentuated
betrachten contemplate
betrachtend contemplating
betrachter viewer
betrachtet considered
betrachtete contemplated
betrachtung inspection
betrachtungen considerations
betraechtlich considerable
betraege amounts
betrag amount
betragend amounting
betrauern bemoan
betrauernd bemoaning
betrauert bemoans
betrauerte bemoaned
betreffend concerning
betreiben bustle
betreiber carrier
betreten accede
betrieb deadausser
betriebs operating
betriebsfaehig operable
betriebssicherheit reliability
betrogen cheated
betrueben afflict
betruebend afflicting
betruebt afflicts
betruebte afflicted
betruegen cheat
betruegend defrauding
betrueger blackleg
betruegerei trickery
betruegereien frauds
betruegerisch deceitful
betruegt cheats
betrug deceit
betrunken drunken
bett bed
bettdecke blanket
bettelnd mendicant
betten beds
bettend bedding
bettlaegrig bedrid
bettler beggar
bettstelle bedstead
bettstellen bedsteads
beunruhigen disquiet
beunruhigend disquieting
beunruhigt disquiets
beunruhigte disquieted
beurteilend criticizing
beurteilt criticizes
beurteilte criticized
beute booty
bevoelkern populate
bevoelkernd populating
bevoelkert populates
bevoelkerte populated
bevoelkerung population
bevollmaechtigter attorney
bevor before
bevorrechtigt privileged
bevorzugt preferred
bewacht guarded
bewachung custody
bewachungen custodies
bewaehrt proved
bewaessern irrigate
bewaessernd irrigating
bewaessert irrigates
bewaesserte irrigated
bewahren preserve
bewahrend preserving
bewaldet wooded
bewandert versed
bewegen budge
bewegend budging
beweggrund motivation
beweglich movable
beweglichkeit flexibilty
bewegt budges
bewegte budged
bewegung motion
bewegungen locomotions
bewegungslos motionless
bewerber candidate
bewerten rate
bewertet valued
bewertung valuation
bewoelkt overcast
bewohnbar habitable
bewohnen inhabit
bewohnend inhabiting
bewohner inhabitant
bewohnt inhabits
bewohnte inhabited
bewundern admire
bewundernswert admirable
bewunderung admiration
bewusst conscious
bezahlen pay
bezahlend paying
bezahlt paid
bezahlung contributation
bezaubern enchant
bezaubernd charming
bezaubert enchanted
bezauberte fascinated
bezauberung enchantment
bezeichnen denote
bezeichnend denoting
bezeichnende significant
bezeichnenderweise significantly
bezeichnet denoted
bezeichnung notation
bezeichnungen notations
bezeugen testified
bezeugend testifying
bezeugt testifies
bezeugte wittnessed
beziehen correlate
beziehend correlating
bezieht correlates
beziehung relation
beziehungen relations
bezirk borough
bezirke cantons
bezug reference
bibel bible
biber beaver
bibliographie bibliography
bibliothek library
bibliothekar librarian
bibliothekare librarians
biegen inflect
biegend inflecting
biegsam limber
biegsamkeit pliancy
biegt inflects
biegung inflexion
biegungen bends
biene bee
bienen bees
bienenkoerbe beehives
bienenstock beehive
bier beer
biere beers
bieten bid
bigann began
bild picture
bildend formative
bilder images
bildhaft pictoral
bildhauer sculptor
bildschirm screen
bildschirm- onscreen
bildschirme screens
bildung formations
billig cheap
billigend approving
billigste cheapest
billigt approves
billigung approval
billigungen approvals
billion billion
binaer binary
binde ligature
binden bind
bindend binding
bindestiche hyphens
bindestrich hyphen
bindestriche dashes
bindet binds
bindfaden packthread
bindfaeden packthreads
binnenland midland
binsenwahrheit truism
binsenwahrheiten truisms
biografisch biographical
birgt salvages
birke birch
birken birches
birne pear
birnen pears
bis til
bisam musquash
bisamratten musquashes
bischof bishop
bisher hitherto
biss bite
bissen morsel
bissig snappily
bisweilen sometimes
bitmodus bitmode
bitte please
bitten beg
bittend begging
bitter bitter
bittet begs
bittsteller applicant
blaeschen bleb
blaesse paleness
blaesslich pallidly
blaest toots
blaetter blades
blaettern browse
blamieren blame
blamierend stultifying
blamiert stultifies
blamierte stultified
blase bladder
blasen blow
blasend blowing
blass pale
blatt leaf
blau blue
blaumeise nun
blaumeisen nuns
blei lead
bleiben abide
bleibend remaining
bleibt residents
bleichen blanch
bleichend blanching
bleicht blanches
bleiern leaden
bleistift pencil
blenden dazzle
blendend dazzling
blendet dazzles
blick look
blickwinkel perspective
blies blew
blind blind
blindlings blindfold
blindschleiche blindworm
blindschleichen blindworms
blinken blink
blinkend blinking
blinkt blinks
blitz flash
block block
blockade blockade
blockierend blocking
blockiert blocked
blockierung deadlock
bloecke blocks
bloede daft
bloeken bleat
bloekend bleating
bloekt bleats
blond fair
bloss mere
bluehend florid
bluete bloom
blueten blooms
blume flower
blumen flowers
blumenhaendler florist
blumenkohl cauliflower
blumenstraeusse nosegays
blumenstrauss bouquet
bluse blouse
blusen blouses
blut blood
blutbad massacre
blutbaeder massacres
blutdurstig sanguinary
bluten bleed
blutend bleeding
bluterguss bruise
blutet bleeds
blutig gorily
blutige bloody
blutruenstig bloodthirsty
blutschande incest
blutvergiessen bloodshed
blutvergiftung sepsis
bock buck
boden floor
boeden bottoms
boee blast
boeen blasts
boegen bows
boersenmakler stockbrokers
boese sinister
boeswillig malignant
boeswilligkeit malevolence
boeswilligkeiten malevolences
bogen arch
bohne bean
bohnen beans
bohren bore
bohrer auger
boje buoy
bolzen bolts
bombardieren bombard
bombe bomb
bomben bombs
bonbon goody
bonbons sweetmeats
boot boat
bootbare bootable
booten boot
bootfahrt boating
bordell brothel
bordelle brothels
